Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Age at enrollment,Application mode,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Debtor,Displaced,Gender,Curricular units 2nd sem (evaluations)
1,4,0.4008656198010384,3,0.5767468153694587,1,0,28,39,5,5,0,0,1,9
1,2,0.5882994899828888,3,0.1204713317453445,0,0,21,5,5,5,0,0,0,12
1,5,0.6013620835275856,4,0.9414858688504464,1,0,19,17,5,5,0,0,1,8
1,7,0.7139201394697962,5,0.3967961544426333,1,0,18,1,7,7,0,1,0,8
1,5,0.2977945892919739,4,0.506248271478486,1,0,19,1,7,7,0,1,0,9
1,3,0.6264637631764074,5,0.135010757220349,1,0,20,17,6,6,0,0,0,13
1,2,0.432729626722251,1,-1.5063902890483385,0,0,20,15,6,6,0,0,0,11
1,4,0.4659888733930942,5,0.2574321463280016,1,0,19,1,5,5,0,0,0,10
1,3,0.1294960057626061,3,0.4240515283865997,1,1,21,16,5,5,0,1,0,9
1,7,0.559710842638531,5,0.697700213093764,0,0,20,1,7,6,0,1,0,8
1,2,1.0482782709004483,4,0.1487702785069509,1,0,18,1,5,5,0,1,0,7
1,2,-0.2670039249901103,4,0.197319215040702,1,0,18,1,6,6,0,1,0,9
1,4,1.0274468201002989,5,0.7847677291740076,1,0,26,49,6,6,0,0,0,12
1,3,0.6206215998497339,5,0.4585194277885787,1,0,18,1,5,5,0,1,0,6
1,4,0.4804225777619174,3,0.1033444746900585,1,0,28,39,5,5,0,0,0,9
1,6,0.5436835340614294,6,0.712652428851524,1,0,19,1,6,6,0,1,0,12
1,5,0.3596358146697475,6,0.0904042571369816,1,0,41,39,7,7,0,0,0,9
1,4,0.2434489119592874,2,0.3209500995764126,0,0,20,1,5,5,0,0,0,12
1,3,0.3836722561317596,4,0.0231592099865752,1,0,18,1,5,5,0,0,1,10
1,4,0.5885417956177367,3,0.5135822340194437,0,0,19,17,5,5,0,0,0,9
1,6,0.3963205545326501,4,0.4920107142083106,1,0,19,1,7,7,0,1,0,8
1,3,0.3704287037588748,5,0.4916397011758253,0,0,22,41,6,6,0,1,0,13
1,4,0.7532772480648009,5,0.5895759635422301,1,0,22,41,7,7,0,0,0,7
1,3,0.419981533060562,5,0.1623360612475022,1,0,19,1,6,6,0,0,0,9
1,5,0.6409791265799814,5,0.6461818963447729,1,0,19,1,7,7,0,0,0,8
1,5,0.6812040316826464,5,0.5219510110571836,1,0,18,1,7,7,0,1,0,8
1,3,0.2637323487783508,4,0.5079685497974085,1,0,19,18,6,6,0,1,0,12
1,1,0.0211559577056652,2,-0.0637022764820318,1,0,23,1,5,6,0,0,0,11
1,4,0.2952693543108253,5,0.3399103085245288,1,0,22,1,6,6,0,0,0,7
1,3,0.3717032669068261,3,0.185997237674587,1,0,19,3,5,5,0,0,0,7
1,4,0.2856012483633525,5,0.3440432745694444,1,0,21,1,6,6,0,0,0,8
1,5,0.5678322167269036,5,0.3708969968023693,1,0,18,1,6,6,0,1,0,9
1,0,-1.5367053405818696,0,-1.7904114223954046,1,0,18,17,5,5,0,1,1,6
1,3,0.2840951816699364,4,0.3475416077914365,1,0,18,17,5,5,0,0,0,8
1,5,0.4026679302570321,5,0.3395778142647274,1,0,26,39,6,6,0,0,0,11
1,3,0.2466296196097119,2,0.1361841532083631,1,0,20,4,5,5,0,0,0,9
1,4,0.4385040034933545,6,0.2375505839164623,1,0,22,43,7,7,0,1,1,13
1,3,0.2503456148940357,2,0.1138795079808178,1,0,36,39,5,5,0,0,1,9
1,4,0.4538501049260814,3,0.1433850300978261,1,0,29,41,5,5,0,0,0,12
1,2,0.6883521682294681,4,0.0987853206153814,1,0,19,1,5,5,0,0,0,13
1,5,0.3963961659765276,5,0.5304434524588408,1,0,22,1,6,6,0,0,0,8
1,4,0.6832715126011032,4,0.452948235613592,1,0,19,43,6,6,0,0,0,8
1,4,0.4310509818950445,5,0.3360322859087732,1,0,23,42,6,6,0,1,1,11
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,43,0,0,0,0,1,0
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,1,0
1,0,-1.6607491957254024,0,-1.8874329041992768,1,0,19,17,5,5,0,0,0,5
1,3,0.2573679940582499,4,0.2953615507549118,1,0,19,1,6,6,0,0,0,12
1,5,0.5260985211908713,4,0.4347112411662096,1,0,24,39,5,5,0,0,0,7
1,2,0.8691037341221355,3,0.3987039278571488,1,0,18,16,5,5,0,1,1,6
1,4,0.341396197322639,3,0.2348462662518957,1,0,19,1,5,5,0,1,0,6
1,3,0.7424323447633624,5,0.9180215423929242,1,0,24,43,6,6,0,0,0,9
1,4,0.4517726766858255,5,0.4434491281628495,1,1,18,1,6,6,0,1,0,8
1,3,0.3724007031979345,3,0.3959425193368688,1,0,20,43,6,6,0,0,1,16
1,3,0.2892169932735643,2,0.1243873294529602,1,0,48,39,5,5,0,0,0,6
1,7,0.7224907512187306,6,0.70175239699832,1,0,18,17,8,7,0,1,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,3,0,0,0,1,0,0
1,4,0.3441808507226155,5,0.277528811552417,1,0,20,19,6,6,0,1,0,8
1,4,0.2432793112792931,4,0.4670770573508803,1,0,19,1,5,5,0,0,1,6
1,1,-0.448977836190888,0,-0.0813013082750054,1,0,19,1,5,5,0,0,1,6
1,4,0.4677330744168791,4,0.2770199693239691,1,0,18,1,5,5,0,0,1,8
1,5,0.2347547970761662,4,0.4764549059158542,0,0,30,8,6,7,0,0,0,12
1,6,0.4688586630542134,4,0.5995124191122757,1,0,20,36,7,7,0,1,0,8
1,4,0.3581460118244272,5,0.4034263761484013,1,0,20,8,6,6,0,1,0,8
1,5,0.1855572833688324,4,0.307049879721507,1,0,20,44,6,6,0,0,1,15
1,5,0.8811815937337223,5,0.8736770956839719,1,0,20,36,5,5,0,0,0,7
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,39,6,6,0,0,0,6
1,3,0.2413414275099789,4,0.1706195734167122,1,0,35,39,5,5,0,0,1,8
1,2,0.4101046578930135,4,0.1120340538666701,1,0,19,5,5,5,0,1,1,10
1,4,0.2332827225088038,4,0.2285149981864768,1,0,18,1,4,5,0,0,0,7
1,3,0.2409064574168413,4,0.2337970535629317,1,1,19,13,6,6,0,0,0,12
1,5,0.7192775127355719,6,0.8335188973634879,1,0,19,12,6,6,0,1,0,7
1,7,0.4639985089301338,5,0.6605132912002795,1,0,18,1,7,7,0,1,0,7
1,2,0.4148689241126349,2,0.1485698916498442,1,0,20,1,6,6,0,0,0,13
1,3,0.2697522257431067,3,0.0835431885992465,1,0,38,39,5,5,0,0,0,7
1,5,0.253989057746902,4,0.4972385166814959,1,1,19,1,7,7,0,1,0,8
1,3,0.3518123615944455,3,0.5300331453288413,1,0,19,9,5,5,0,0,1,10
1,1,-0.6758958231882051,1,-1.0070838849921928,1,0,20,1,5,5,0,1,0,9
1,3,0.4865681070013075,5,0.1906919166559226,1,0,33,39,7,7,0,0,1,16
1,6,0.500278205630078,6,0.4503758990093291,1,0,18,1,7,7,0,1,0,8
1,0,-1.88089351449858,0,-2.094323003211562,1,0,25,38,8,7,0,0,0,8
1,5,0.4244340857763999,5,0.6452009521254011,1,0,18,17,6,6,0,1,0,7
1,3,0.0811723760895448,5,0.1639989082122331,1,0,18,17,5,5,0,0,1,11
1,2,-0.6741572429160803,2,-0.7378427635161691,1,0,33,39,6,3,0,0,0,7
1,6,0.3146396617050476,6,0.4432561465442144,1,0,18,1,7,7,0,1,0,8
1,5,0.5394297953391992,5,0.5757921312842269,1,0,19,1,6,6,0,0,0,9
1,6,0.3831543714997081,5,0.5726736634413657,1,0,19,1,7,7,0,1,0,10
1,3,0.57257652151909,5,0.3084565005117357,1,0,19,13,6,6,0,1,0,9
1,0,-1.3895485717033076,1,-1.5303263419043291,1,0,19,1,5,6,0,0,0,11
1,2,0.4580383766863428,1,0.097027853375538,1,0,18,1,5,5,0,0,0,9
1,3,0.7483773786786811,1,0.5556687461021239,1,0,30,44,5,5,0,0,0,7
1,2,-0.8549407100774502,4,0.2480642383318994,0,0,18,1,6,6,0,0,0,10
1,3,0.20806634910009,2,0.412193306130389,1,0,21,15,5,5,0,0,1,7
1,4,0.4714982532944727,5,0.5685482650616143,1,0,46,39,6,6,0,0,0,9
1,7,0.4099777984753974,7,0.353870823806389,1,0,35,39,8,8,0,0,0,9
1,3,0.283295930038375,4,0.3626309294165613,1,0,21,17,6,6,0,0,0,11
1,3,0.715795163880616,3,0.5319863521727922,1,0,19,44,5,5,0,1,0,8
1,3,0.2847771449067164,4,0.3483840083794796,1,0,21,17,6,6,0,0,0,11
1,5,0.557980830051984,5,0.5506001961642873,1,0,42,39,6,6,0,0,0,7
1,0,-1.2422255467215708,1,-1.373778123274127,0,0,24,43,5,5,0,0,1,8
1,6,0.3736997267625816,6,0.5130004235447339,1,0,18,1,6,6,0,0,0,11
1,4,0.277898464164644,3,0.260657926631079,1,0,19,1,6,6,0,0,0,9
1,3,0.3082407447316445,4,0.4550771109388602,1,0,20,4,6,6,0,0,0,8
1,3,0.4238760779112109,5,0.3444927908214965,1,0,18,1,6,6,0,1,0,10
1,4,0.3053039231380166,5,0.1493729805858781,1,0,20,8,6,6,0,1,0,9
1,4,0.7057305828231407,4,0.3935004355735745,1,0,18,9,5,5,0,0,0,6
1,3,0.5077081997118752,5,0.5149110208209775,1,0,27,46,7,7,0,0,0,11
1,1,0.1808151499305397,2,0.6957556618113215,1,0,19,15,5,5,0,0,0,11
1,1,0.3016986075144012,2,0.0486184429339796,1,0,21,17,5,5,0,1,0,10
1,2,0.7869035163765803,5,0.4882252599278444,1,0,20,1,5,5,0,0,0,9
1,4,0.3116038474758128,5,0.1005005839862612,1,0,29,41,5,5,0,0,0,8
1,3,0.510721096425307,4,0.419887207304239,1,0,18,1,5,5,0,0,0,7
1,3,0.6898796370576573,4,0.5156010007819745,1,0,18,17,5,5,0,1,1,8
1,3,0.4756234015128464,3,0.3228861204938524,0,0,19,8,5,5,0,0,1,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,9,0,0,0,1,1,0
1,6,0.3058751402052641,4,0.3389472260875283,1,0,19,1,6,6,0,0,0,10
1,4,0.5616797834928138,3,0.0102008169684264,1,0,31,39,5,5,0,0,0,10
1,3,0.2525625967925952,2,-1.3518372489794184,1,0,18,34,6,6,0,1,0,9
1,3,0.1981447310178242,1,0.1751902739178997,1,0,18,16,6,6,0,1,0,10
1,4,0.448057826281131,4,0.6849825297660026,1,0,18,1,5,5,0,1,0,9
1,2,0.2801063891171969,4,0.1496480263519739,1,0,20,1,5,5,0,0,0,10
1,3,0.5768628184525941,5,0.296401229399462,1,0,20,19,6,6,0,1,0,9
1,3,0.3375092734958308,4,0.4778018644812519,0,0,21,44,6,6,0,0,0,18
1,4,0.2642213184067217,4,0.0504273751636822,1,0,20,1,4,5,0,0,0,6
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
1,2,0.2997677426514847,4,0.404974547872883,1,0,21,17,6,6,0,1,0,11
1,3,0.2182674817031765,8,0.4401220767995865,1,0,20,49,9,10,0,0,0,10
1,2,0.570915617140765,1,0.5258669064673895,1,0,18,43,5,5,0,1,0,9
1,5,0.7050452956056207,4,0.5762477554720907,1,0,19,43,6,5,0,0,0,8
1,4,0.3139809104590665,5,0.5158456365547468,1,0,20,23,5,5,0,0,0,7
1,4,0.3585714320947281,4,0.65300687862412,1,0,18,17,6,6,0,1,0,8
1,2,0.2801654842155066,3,0.1781018993863434,1,0,20,17,5,5,0,1,0,11
1,6,0.8206628885729543,5,0.6708785924950486,1,0,19,10,7,7,0,1,0,9
1,2,-1.167773464680757,1,-1.313098432293179,1,0,20,1,7,7,0,0,0,12
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
1,5,0.230768321951294,5,0.4833591403686638,1,0,19,17,6,6,0,1,0,8
1,9,0.3692471668491919,11,0.3150712311925625,1,0,21,1,13,14,1,1,1,22
1,9,0.0974226034756172,8,0.0190970149744706,1,0,31,43,10,10,0,0,0,14
1,9,0.6985547003742985,11,0.6346348096689289,1,0,23,15,12,16,0,0,0,15
1,5,0.2335381205827602,4,0.4904863689744654,1,0,19,1,7,7,0,1,0,8
1,3,0.3767329146732232,3,0.3966357547959396,0,0,22,44,6,6,0,0,0,16
1,4,0.3020483054683951,5,0.4124032683582123,1,0,19,1,6,6,0,1,0,9
1,3,0.7821809563915133,4,0.3516813869835058,1,1,24,39,5,5,0,0,1,8
1,5,0.3631885338565075,6,0.3156380508324621,1,0,24,37,7,7,0,0,0,20
1,5,0.6838779785842914,4,0.6239777560325422,1,0,27,39,7,7,0,0,0,7
1,3,0.3300129660924084,3,0.074909106377055,1,0,20,10,5,5,0,0,1,8
1,4,0.3384865647356477,3,0.2935113371468988,1,0,19,11,5,5,0,1,0,9
1,9,0.1187638657412459,7,0.017086584798291,1,0,32,43,10,10,0,0,0,13
1,7,0.7064027214443247,5,0.6883200530264268,1,0,19,1,7,7,0,1,0,7
1,3,0.1941162251880911,3,0.0877608979672712,1,0,34,39,5,5,0,0,0,9
1,0,-1.580716312381751,0,-1.8322503731319264,1,0,35,39,5,5,0,0,0,5
1,4,0.1511138816330329,3,0.4724844716587194,1,0,19,1,5,5,0,0,0,7
1,4,0.3730099069696333,2,-0.054224580723487,1,0,19,17,5,5,0,1,0,11
1,2,0.4101046578930135,5,0.1458515965490371,1,0,24,3,5,6,0,0,0,9
1,4,0.3060545151763718,5,0.3035680898758875,1,0,24,39,6,6,0,1,0,12
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,17,1,0,0,0,1,0,0
1,2,0.2745888100417217,4,0.2070060454445357,1,0,21,1,6,6,0,0,1,11
1,2,-1.188912131883718,5,0.4581169266412768,1,0,30,40,7,8,0,0,0,8
1,3,0.2561096673649646,3,0.177622305838442,1,0,20,1,5,5,0,0,1,8
1,4,0.4104174562522418,3,0.3794957427786379,1,0,18,3,5,5,0,0,0,6
1,3,0.5353076250842601,3,0.7608307963692555,1,0,18,17,5,5,0,0,0,7
1,2,0.3349269826990686,4,0.4860679196702041,0,0,23,45,6,6,1,0,0,17
1,3,0.5919676897500289,4,0.6586987185392926,0,0,18,1,5,5,0,0,1,7
1,3,0.2575975486905533,3,0.0129961602682081,1,0,20,4,5,5,0,0,1,7
1,7,0.6766178249123523,5,0.6012381535981834,1,0,20,1,7,7,0,1,0,7
1,3,0.3188764914924095,4,0.3320762036005654,1,0,20,1,6,6,0,0,0,12
1,2,0.3764564031419927,5,0.5375294181967976,0,0,22,45,6,6,0,1,0,17
1,7,0.6437621187456073,5,0.7607207784156002,1,0,19,1,7,7,0,0,0,9
1,3,0.6662290898671989,3,0.3540063999131088,1,0,29,39,5,5,0,1,0,8
1,9,0.6632308690872849,11,0.5236067829795376,1,0,23,14,12,16,0,1,0,15
1,3,0.2353255367834447,2,0.5625445316500394,1,0,19,47,6,6,0,1,0,9
1,0,-1.9548522619126447,0,-2.1734500378702823,1,1,18,17,0,0,0,1,0,0
1,4,0.5399172149959836,4,0.5952155730770516,1,1,18,1,5,5,0,0,0,5
1,7,-0.0850469262658842,7,-0.0679801905159184,1,0,29,50,8,10,0,0,0,14
1,3,0.251240913041352,2,0.5199874301786193,1,0,18,1,5,5,0,0,1,7
1,2,-0.7631109871837296,2,-0.8512520030565892,1,0,20,9,5,5,0,0,0,8
1,6,0.097039658395676,4,0.0573094173454773,1,0,30,40,6,6,0,0,0,9
1,3,0.2375651079226846,3,0.1909571542974284,1,0,27,39,5,5,0,0,0,8
1,5,0.4740927542288908,5,0.4973363501225978,1,0,19,1,6,6,0,0,0,9
1,4,0.6408139472523611,3,0.470272255024798,0,0,26,39,6,6,0,0,0,16
1,6,0.5595117350315406,5,0.6859700177068497,1,0,19,1,7,6,0,1,0,8
1,7,0.6035609263254806,6,0.7196772902754122,1,0,18,1,7,7,0,1,0,7
1,0,-1.6308523089137443,2,0.0534911796677115,1,0,19,42,5,5,0,0,1,9
1,3,0.809444913316944,5,0.6197991580395701,1,0,20,15,5,5,0,0,0,9
1,3,0.4709585749372455,5,0.4735412388865309,1,0,20,44,6,6,0,0,0,15
1,4,0.392547179998126,5,0.2067401000514807,1,0,29,43,6,9,0,0,0,9
1,4,0.5086445295515826,3,0.2181202842634289,1,0,36,35,5,5,0,0,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
1,3,0.351616213904425,2,0.757207107286023,1,0,19,1,5,5,0,1,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
1,0,-1.7761269691823522,0,-2.0206454305904105,1,0,19,1,5,5,0,0,1,6
1,2,-0.3138625038283209,3,-0.5032172058720613,1,0,24,25,6,6,1,0,0,7
1,4,0.3769249553110071,5,0.3149820971375028,1,0,30,39,6,6,0,0,0,10
1,5,0.5818623746989331,4,0.3160076934466818,1,0,18,5,6,6,0,1,0,10
1,4,0.6846159979518853,3,0.6025951802374083,1,0,18,1,5,5,0,1,0,5
1,4,0.5594900072490715,3,0.0128010823583704,1,0,31,39,5,5,0,0,0,10
1,2,0.2855814181643857,4,0.2865059961136418,1,0,19,1,6,6,0,1,0,7
1,4,0.4382155796454816,3,0.2966735360705091,1,0,24,40,6,6,0,1,0,17
1,4,0.4810194060398199,4,0.280857917931617,1,0,18,1,5,5,0,0,1,7
1,5,0.3756109028659833,5,0.3541295140957918,0,0,20,17,6,6,0,0,0,7
1,9,0.1678107811739764,7,0.034285912270972,1,0,31,43,10,10,0,0,0,14
1,7,0.4118135416553585,5,0.7165202096609492,1,0,18,9,7,7,0,0,0,9
1,3,0.4269236647770901,3,0.5945855439203035,1,0,36,40,5,5,0,0,0,7
1,3,0.5074562374906942,4,0.7454132730120985,1,0,26,39,7,7,0,0,0,13
1,4,0.1945537582568013,4,0.0146345809449009,1,0,31,41,5,5,0,0,0,8
1,4,0.5312188930541076,1,0.8411176306434961,1,0,18,13,5,5,0,0,0,6
1,2,0.140707308688976,4,0.2478927634531526,1,0,19,10,6,6,0,1,0,12
1,6,0.4846044221632193,4,0.4356594973604282,1,0,18,11,6,6,0,0,0,9
1,6,0.3425862149933099,6,0.2818486697883717,1,0,42,39,7,7,0,1,0,8
1,4,0.6295392678750669,6,0.6482306924625183,1,0,18,1,6,6,0,0,0,6
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,14,0,0,0,1,0,0
1,0,-1.4583778767863664,0,-1.6066857555395968,1,0,19,1,5,5,0,0,1,6
1,5,0.527817672697847,5,0.5604088922890692,1,0,19,1,6,6,0,0,0,9
1,5,0.6347059132329083,6,0.7047264500774872,1,0,45,32,6,6,0,0,0,7
1,1,0.1555836063531863,1,-1.0684627736907817,1,0,33,44,6,5,0,0,1,8
1,4,0.2789453931982783,5,0.3027306045114868,1,0,23,39,6,6,0,1,0,13
1,5,0.4761311676943198,5,0.3952441189972541,1,0,19,1,6,6,0,1,0,6
1,4,0.4927794307359648,4,0.4665001336316089,1,0,30,40,6,6,0,0,0,13
1,2,0.6857430660211624,4,0.7992223913719004,0,0,20,44,6,6,0,0,0,12
1,4,0.4382901285863801,5,0.3725714741994633,1,0,24,47,7,7,0,0,0,9
1,2,0.2666534493326913,3,0.1078297159671364,1,0,18,17,5,5,0,1,1,9
1,5,0.2870286854714572,6,0.389109961548989,1,0,18,1,6,6,0,0,0,9
1,3,0.2786709052522864,5,0.3326076973580154,1,0,18,1,6,6,0,0,1,10
1,4,0.7737430287153713,5,0.4358407232465273,1,0,21,17,5,5,0,0,0,9
1,3,0.8792474022650542,5,0.8237086116620489,0,0,26,3,5,5,1,0,0,10
1,3,0.5034702720049222,5,0.2879185779973529,1,0,32,35,5,5,0,0,0,7
1,2,0.3641912295713023,1,-1.758618626185784,1,0,20,18,7,7,0,0,0,10
1,3,0.594823837266664,3,0.30009008462937,1,0,20,17,5,5,0,1,0,9
1,3,0.4118690610926905,5,0.4139996516250256,1,0,18,1,6,6,0,1,0,10
1,4,0.1845953583115412,3,0.0326448021593366,1,0,30,39,5,5,0,0,0,10
1,7,0.3779640103795467,5,0.6713642947831754,1,0,18,1,7,7,0,0,0,9
1,4,0.5065100534923234,5,0.3924394452681886,1,0,18,1,6,6,0,1,0,8
1,4,0.3826052317814638,4,0.3554028699812057,1,0,19,1,5,5,0,0,1,8
1,7,0.7660668167217949,6,0.7744098295454821,1,0,19,1,7,7,0,0,0,7
1,5,0.65416439888266,6,0.6950424843479538,1,0,21,1,6,6,0,0,0,8
1,7,0.294546244645621,8,0.19931911652763,1,0,44,45,8,9,0,0,0,11
1,2,0.5094889875430141,2,0.3972136521421998,1,0,22,43,5,5,0,0,0,11
1,5,0.3702129521446796,6,0.389109961548989,1,0,18,1,6,6,0,0,0,8
1,2,0.5236094665764226,3,0.0753103333469712,1,0,20,1,5,5,0,0,0,13
1,2,0.4856555684765078,4,0.3540063999131088,1,0,19,15,5,5,0,1,1,8
1,3,0.4880605668621797,3,0.3480936920154954,1,0,20,44,5,5,0,0,0,6
1,9,0.7015624189513245,11,0.53929564601637,1,0,23,15,12,16,0,1,0,15
1,3,0.2135426251823359,5,0.227375379182916,1,0,19,1,6,6,0,1,0,9
1,1,1.11376659365327,1,1.1052941459540633,1,0,20,2,6,6,0,0,0,11
1,5,0.6533543066062134,5,0.6045433517669687,1,0,19,17,6,6,0,0,1,9
1,5,0.1865035567801187,1,0.0373568158130003,1,0,18,1,6,6,0,0,0,9
1,4,0.7149172851070278,4,0.6729062321215064,0,0,19,17,5,5,0,0,0,11
1,3,0.3504887035803838,4,0.4870493744749811,0,0,20,44,6,6,0,0,0,18
1,2,0.2591362350666639,3,0.208559657815448,1,0,19,14,5,5,0,1,0,7
1,2,-0.7836413222485671,2,-0.965682370651345,1,0,29,1,5,5,0,0,0,8
1,4,0.238751604754541,4,0.0554840880732055,1,1,19,1,6,6,0,0,0,9
1,6,0.740279333702084,6,0.5457617528801488,1,0,18,17,7,7,0,1,0,7
1,2,0.8086747439572258,5,0.2310725698239816,1,0,20,17,6,6,0,1,1,13
1,2,-0.2338911902369445,3,-0.4816325034713273,1,0,22,42,6,6,0,0,0,10
1,7,0.5510879301074129,5,0.7371849021989255,1,0,19,1,7,6,0,1,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,0,0,0,0,0,0
1,3,0.3672080736098225,3,0.2104923242102352,1,0,30,1,5,5,0,0,0,8
1,2,0.5312833688113043,1,0.0983846796226708,1,0,19,1,5,5,0,1,1,9
1,3,0.4927736670508832,4,0.1467773044572139,1,0,19,1,6,6,0,0,0,6
1,3,0.2913095116740472,6,0.1103878661957335,1,0,24,1,6,6,0,0,1,9
1,7,0.4258680588809782,5,0.4680704987703081,1,0,19,1,7,7,0,0,0,8
1,4,0.4134941540038599,3,0.2520966919831497,1,0,18,1,5,5,0,0,0,8
1,7,0.3984081312789624,5,0.2046578236952235,1,0,22,41,8,7,0,0,0,11
1,4,0.6211109822139846,5,0.4464940259723298,0,0,19,17,6,6,0,0,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,39,6,6,0,0,0,6
1,6,0.5088781184742186,6,0.3539837054452704,1,0,20,17,6,6,0,0,0,7
1,4,0.3809241495885058,3,-0.7540400225126731,1,0,24,40,5,5,0,0,0,13
1,1,0.399545171788959,1,0.1546700733516246,1,0,18,9,6,6,0,0,0,13
1,5,0.4149477294410992,4,0.7298301696590889,1,0,18,43,6,6,0,1,1,7
1,3,0.2787181623482548,3,0.0901009939178488,1,0,18,20,5,5,0,0,1,9
1,2,0.3140580195398468,3,0.0920619610811793,1,0,18,17,5,5,1,1,1,10
1,2,0.1638793807758818,3,0.3540063999131088,0,0,18,17,5,5,0,1,1,8
1,3,0.6015044634210277,5,0.7896399144282771,1,0,19,43,6,6,0,0,0,8
1,5,0.3604980029758786,6,0.389109961548989,1,0,18,1,6,6,0,0,0,8
1,2,0.7016908750644428,4,0.4341822260083151,0,0,22,44,6,6,0,0,1,12
1,4,0.4647710950379676,4,0.3936358459507815,1,1,19,1,6,6,0,0,0,9
1,1,0.2292492919865262,0,-2.020865278388602,1,0,33,39,5,5,0,0,0,7
1,3,0.2373475579612633,3,0.2966272082080128,1,0,20,8,5,5,0,1,0,11
1,4,0.4306969123234341,4,0.3050079799629789,1,0,18,1,6,6,0,1,0,10
1,4,0.4605399808731407,5,0.3686474908387167,1,0,18,1,6,6,0,0,0,10
1,5,0.4675587652085159,5,0.6341398712833529,1,0,18,17,6,6,0,1,0,8
1,5,0.6781388934584314,4,0.5151908769614388,1,0,19,43,6,6,0,0,0,8
1,3,-0.501328453716511,3,-0.6200525633832461,1,0,18,17,8,8,0,0,0,8
1,4,0.6146490393519868,3,0.6531037054397141,1,0,26,4,5,5,0,0,0,7
1,5,0.4210422705476769,6,0.2052109328385038,1,0,35,39,6,7,0,0,0,9
1,2,-0.7216989704020151,3,-0.9262989884941778,1,0,27,39,5,6,0,1,0,10
1,3,0.5067882161364298,4,0.3757153665847562,1,0,20,1,6,6,0,1,0,12
1,7,0.4934995312822406,6,0.5196283847087082,1,0,19,1,7,7,0,1,0,8
1,3,0.6613272216195563,4,0.5429754500956422,1,0,22,42,6,6,0,0,0,12
1,7,0.6531341984627844,6,0.5566216608708765,1,0,24,39,7,7,0,0,0,10
1,3,0.4833532410839312,3,0.1644636087110837,1,0,19,1,5,5,0,1,0,9
1,3,0.4689528620633004,4,0.1790163553450503,0,0,21,17,5,5,0,0,1,11
1,4,0.0413186651053755,4,0.1404052704810944,1,0,25,39,6,6,1,0,0,9
1,2,0.2050754627396906,2,0.097101440037871,1,0,21,17,5,5,0,1,0,8
1,6,0.6190556423148285,5,0.6866027014692141,1,0,18,17,7,7,0,1,0,8
1,5,0.4066491981401304,5,0.3503135106580084,1,0,18,43,7,7,0,1,0,8
1,4,0.5329320899342437,2,0.4859099548993624,1,0,19,1,5,5,0,0,0,8
1,4,0.9134406879968092,3,-0.7993682399308365,1,0,21,40,6,4,0,0,0,6
1,6,0.3814965641187305,6,0.3234326037576743,1,1,19,1,8,8,0,1,0,9
1,2,0.3438652807913511,3,0.4060489049907055,0,0,18,43,5,5,0,0,1,10
1,4,0.3064779932673959,4,0.1922157279461703,1,1,34,4,5,5,0,0,0,7
1,3,0.6173852120790161,3,0.2135921533695871,1,0,20,7,5,5,0,1,0,8
1,1,0.0956561513434742,1,0.5220337528797149,1,0,18,1,5,5,0,0,1,7
1,2,0.0389475653142142,5,0.055817787847447,1,0,18,2,6,6,0,0,0,13
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,0,1,0
1,4,0.4982616126802281,4,0.3429100582124612,1,0,18,17,5,5,0,0,0,7
1,1,0.0377578120539319,2,-0.0299380708543418,1,0,22,1,5,6,0,0,0,11
1,4,0.3397937573411571,5,0.6796504780657775,1,0,22,1,6,6,0,1,0,8
1,5,0.6081599787330877,5,0.5958416803519689,0,0,19,8,8,7,0,1,0,10
1,4,0.3550218165682146,4,0.1630718000440451,1,0,19,44,6,6,0,0,1,12
1,4,0.7341739379632514,3,0.7718359686370296,1,0,23,41,7,6,0,0,0,8
1,5,0.4182353637051196,6,0.2355198345757521,1,0,27,32,6,9,0,0,0,9
1,7,0.7397842400105272,6,0.6313178356047644,1,0,20,1,8,7,0,1,0,8
1,2,0.0490910735941231,2,0.3875107500860307,1,0,18,1,5,5,0,0,1,8
1,3,0.2272291882654496,4,0.2007833955408429,1,0,35,39,5,5,0,0,1,8
